county,state,title,latitude,longitude,date,number,classification,geohash,temperature_high,temperature_mid,temperature_low,dew_point,humidity,cloud_cover,moon_phase,precip_intensity,precip_probability,precip_type,pressure,summary,uv_index,visibility,wind_bearing,wind_speed
Mason County,Washington,Report 1568: Creature observed turning it's head and looking straight at witness,47.27667,-122.8858,1993-10-15,1568.0,Class A,c22sgwmq96,55.55,51.945,48.34,51.29,0.91,0.95,0.01,0.0148,1.0,rain,1011.97,Rain in the morning and overnight.,1.0,6.1,335.0,1.18
Mason County,Washington,Report 1567: Hikers find a large track,47.3542,-123.2334,1996-04-14,1567.0,Class B,c22m7u84jw,70.21,61.155,52.1,41.53,0.63,0.81,0.89,0.0,0.0,,1016.2,Mostly cloudy throughout the day.,4.0,9.57,99.0,1.38
Mason County,Washington,Report 2760: Environmental Engineer hears calling and responding screams,47.2641,-123.1583,2001-07-03,2760.0,Class B,c22kvknv7d,81.97,68.16499999999999,54.36,53.02,0.64,0.07,0.44,0.0,0.0,,1017.87,Clear throughout the day.,8.0,9.93,353.0,2.26
Mason County,Washington,Report 45423: Memory told of seeing two sasquatches by a river west of Union,47.41184000000001,-123.3212,2002-05-15,45423.0,Class A,c22m9z01zz,62.04,50.475,38.91,38.5,0.67,0.39,0.11,0.0,0.0,,1022.22,Partly cloudy until evening.,7.0,9.54,342.0,3.27
Mason County,Washington,Report 9850: Two fishermen hear tree knocking and low roar,47.2055,-123.3958,2002-11-01,9850.0,Class B,c22k813zvq,57.03,41.67,26.31,24.12,0.55,0.0,0.89,0.0,0.0,,1022.8,Clear throughout the day.,2.0,9.63,47.0,4.44
Mason County,Washington,Report 8197: Hartstene Island homeowners find footprints and hear strange vocalizations,47.23194,-122.885,2004-06-08,8197.0,Class B,c22sewmcgz,71.96,63.51,55.06,51.93,0.75,0.46,0.71,0.0003,0.11,rain,1012.15,Mostly cloudy throughout the day.,8.0,9.16,254.0,4.16
Mason County,Washington,Report 7580: Man shares encounters of an unknown subject,47.2293,-123.4898,2004-11-16,7580.0,Class B,c22htvv6x5,51.4,44.61,37.82,43.7,0.9,0.79,0.16,0.0023,0.7,rain,1022.13,Mostly cloudy throughout the day.,1.0,7.15,191.0,5.77
Mason County,Washington,Report 12689: Nighttime sighting by motorist near Jarrel Cove State Park,47.28069,-122.8833,2005-09-26,12689.0,Class A,c22sgxpjgx,69.84,60.455,51.07,45.88,0.7,0.11,0.79,0.0,0.0,,1017.61,Mostly cloudy overnight.,3.0,9.34,5.0,1.75
Mason County,Washington,Report 16416: Possible vocalizations heard near Lake Cushman,47.396,-123.1976,2006-11-03,16416.0,Class B,c22mss4jxy,58.17,56.41,54.65,52.84,0.91,0.97,0.44,0.0501,1.0,rain,1007.29,Rain throughout the day and breezy until afternoon.,1.0,7.18,175.0,11.51
Mason County,Washington,Report 16053: Possible daytime sighting on Lake Cushman,47.3978,-123.2008,2006-11-19,16053.0,Class B,c22mskxbjq,51.82,47.33,42.84,43.79,0.86,0.84,0.96,0.024,1.0,rain,1011.17,"Rain until afternoon, starting again overnight, and breezy until afternoon.",1.0,7.14,179.0,6.37
Mason County,Washington,Report 23160: Daylight encounter with two hunters south of Union (w/ cellphone photos),47.49865,-123.2182,2007-11-16,23160.0,Class A,c22qhng5xy,51.68,48.025,44.37,45.2,0.85,0.9,0.22,0.0084,1.0,rain,1011.01,Mostly cloudy throughout the day.,1.0,9.39,191.0,6.94
Mason County,Washington,Report 23460: Husband and wife hear possible vocalizations on Harstine Island,47.28435,-122.8665,2008-03-12,23460.0,Class B,c22supg771,49.09,44.96,40.83,33.28,0.75,0.73,0.19,0.0028,0.81,rain,1021.12,Mostly cloudy throughout the day.,2.0,9.54,56.0,1.31
Mason County,Washington,Report 28207: Campers at Lake Cushman hear possible vocalizations,47.46872000000001,-123.2259,2010-09-04,28207.0,Class B,c22q5cmtk6,65.39,57.805,50.22,48.79,0.72,0.62,0.86,0.0,0.0,,1018.52,Mostly cloudy throughout the day.,3.0,9.7,219.0,5.29
Mason County,Washington,Report 28487: Possible vocalization heard near Lake Cushman and Dow Mountain,47.41995,-123.2005,2011-01-11,28487.0,Class B,c22mu881hr,45.04,38.215,31.39,22.37,0.66,0.53,0.23,0.0056,0.91,snow,1020.21,Snow (1–2 in.) starting in the evening.,1.0,7.72,56.0,4.06
Mason County,Washington,Report 28485: Possible daytime encounter by a family hiking near Lake Cushman,47.29435,-123.1267,2011-01-25,28485.0,Class B,c22mn1tvec,51.11,44.455,37.8,42.9,0.93,0.8,0.72,0.0001,0.12,rain,1026.84,Foggy overnight.,1.0,7.95,208.0,3.35
Mason County,Washington,Report 43859: Horse trainer hears frightening vocalizations near Shelton,47.12015,-123.0865,2014-01-15,43859.0,Class B,c22kp1gnu8,49.34,43.855,38.37,40.22,0.92,0.04,0.48,0.0,0.0,,1034.92,Clear throughout the day.,1.0,6.45,28.0,2.8
Okanogan County,Washington,Report 33793: Memory told of hearing possible daytime knocking while working as a Fire Guard in the Pasayten Wilderness,48.9651,-120.5949,1949-09-15,33793.0,Class B,c2dnxcc6rh,61.21,55.61,50.01,51.83,0.84,0.89,0.76,0.0042,1.0,rain,1005.41,Mostly cloudy throughout the day and breezy until afternoon.,3.0,7.31,168.0,12.1
Okanogan County,Washington,Report 50659: Young man has several possible day-time encounters near Moses Mountain in the '70s,48.40859,-119.0709,1970-10-15,50659.0,Class B,c2e76kx0qz,59.0,46.5,34.0,29.18,0.56,0.0,0.54,0.0,0.0,,1026.82,Clear throughout the day.,3.0,10.0,52.0,7.63
Okanogan County,Washington,"Report 1925: Strong odor, crunching footsteps and large human-like tracks found in snow",48.36361,-120.1211,1976-01-30,1925.0,Class A,c2de4s66rq,39.45,35.35,31.25,33.06,0.89,0.75,0.98,0.0,0.0,,1035.96,Mostly cloudy throughout the day.,1.0,4.69,34.0,0.96
Okanogan County,Washington,Report 6712: Campers hear complex vocalization,48.9138,-119.7023,1994-06-15,6712.0,Class B,c2dyk07rw1,63.75,56.61,49.47,41.87,0.59,0.77,0.22,,,rain,1013.71,Mostly cloudy throughout the day.,6.0,9.34,299.0,2.91
Okanogan County,Washington,Report 2600: 1996 Memorial Day Weekend Video,48.95835,-119.7084,1996-05-26,2600.0,Class A,c2dyebx501,72.51,60.05500000000001,47.6,40.88,0.5,0.39,0.29,,,rain,1014.17,Partly cloudy throughout the day.,7.0,9.77,308.0,5.73
Okanogan County,Washington,Report 1569: Screams heard by hunters,48.61972,-120.1075,1997-10-15,1569.0,Class B,c2dsdfuqkk,60.53,53.055,45.58,47.1,0.84,0.62,0.49,,,rain,1026.09,Mostly cloudy throughout the day.,2.0,9.25,69.0,1.35
Okanogan County,Washington,Report 422: Campers hear possible vocalizations in the Okanogon Nat. Forest,48.59694,-120.5122,2000-10-06,422.0,Class B,c2dk3wv9wn,61.07,48.82,36.57,30.08,0.54,0.12,0.29,0.0,0.0,,1022.31,Clear throughout the day.,3.0,9.3,38.0,3.87
Okanogan County,Washington,Report 3623: Two deer hunters find tracks near Buckhorn Mountain,48.40611,-118.9844,2001-10-12,3623.0,Class B,c2e7kkn4n8,54.84,46.795,38.75,37.27,0.72,0.67,0.85,0.005,0.53,rain,1017.1,Light rain in the morning.,2.0,9.25,188.0,5.93
Okanogan County,Washington,,,,,7597.0,Class A,,,,,,,,,,,,,,,,,
Okanogan County,Washington,,,,,9392.0,Class B,,,,,,,,,,,,,,,,,
Okanogan County,Washington,Report 13487: Possible stalking of deer hunters near Falls Creek,48.45809000000001,-120.1611,2005-10-17,13487.0,Class B,c2de9tt2g6,63.88,56.07,48.26,48.65,0.71,0.58,0.51,0.0157,0.45,rain,1010.19,Light rain in the morning.,2.0,8.86,210.0,3.14
Okanogan County,Washington,Report 17570: Possible vocalizations directed at camp of boy scouts near Omak,48.32956,-119.187,2006-08-01,17570.0,Class B,c2e4zy4sjd,79.2,65.57,51.94,40.69,0.44,0.13,0.23,0.0,0.0,,1013.76,Partly cloudy in the afternoon.,7.0,8.93,265.0,2.69
Okanogan County,Washington,Report 16631: Hunters find possible footprints and possible tree breaks near Winthrop,48.45809000000001,-120.1611,2006-08-19,16631.0,Class B,c2de9tt2g6,88.07,71.515,54.96,45.99,0.45,0.02,0.87,0.0,0.0,,1013.45,Clear throughout the day.,6.0,8.92,277.0,1.81
Okanogan County,Washington,Report 15135: Dusk sighting by a couple near a spring outside Omak,48.32956,-119.187,2006-09-28,15135.0,Class A,c2e4zy4sjd,80.38,63.635,46.89,46.52,0.59,0.08,0.2,0.0,0.0,,1018.02,Clear throughout the day.,3.0,9.69,312.0,1.31
Okanogan County,Washington,Report 16142: Possible whistles and wood knocks heard between Tonasket and Republic,48.71545,-119.0802,2006-10-06,16142.0,Class B,c2em4k2kn4,65.5,54.09,42.68,42.83,0.66,0.47,0.49,0.0,0.0,,1014.23,Partly cloudy throughout the day.,2.0,8.94,288.0,1.31
Okanogan County,Washington,Report 16350: Possible vocalizations heard from campground outside Okanogan,48.3912,-119.7595,2006-10-18,16350.0,Class B,c2dg6c3g1m,57.38,50.845,44.31,39.74,0.76,0.43,0.9,0.0013,0.3,rain,1019.05,Mostly cloudy until afternoon.,2.0,9.02,291.0,1.45
Okanogan County,Washington,Report 16518: Hunter hears guttural scream while on overnight hike outside of Oroville,48.94655,-119.5423,2006-10-20,16518.0,Class B,c2dyrwryqd,60.43,47.025,33.62,39.5,0.67,0.45,0.95,0.0,0.0,,1020.38,Partly cloudy until evening.,2.0,9.21,350.0,4.74
Okanogan County,Washington,Report 16994: Daylight sighting by fisherman at Lake Chopaka,48.9588,-119.7085,2007-05-23,16994.0,Class A,c2dyebwvtv,70.03,57.405,44.78,36.84,0.49,0.19,0.25,0.0,0.0,,1018.65,"Partly cloudy starting in the afternoon, continuing until evening.",7.0,9.69,206.0,1.03
Okanogan County,Washington,Report 47872: Morning sighting by a woodcutter NW of Conconully,48.57028,-119.8345,2008-07-19,47872.0,Class A,c2du31gnmu,86.35,70.13,53.91,47.01,0.46,0.07,0.54,0.0,0.0,,1011.75,Clear throughout the day.,9.0,9.76,313.0,3.03
Okanogan County,Washington,Report 30459: Campers record strange evening and morning vocalizations near Salmon Meadows,48.6584,-119.8428,2011-08-17,30459.0,Class B,c2dubcvpsr,81.14,68.16499999999999,55.19,40.87,0.44,0.08,0.63,0.0,0.0,,1015.4,Clear throughout the day.,7.0,9.81,275.0,4.07
Okanogan County,Washington,,,,,47471.0,Class B,,,,,,,,,,,,,,,,,
Okanogan County,Washington,Report 39610: Fisherman experiences possible daytime activity three consecutive trips near Conconully,48.57806,-119.6985,2012-05-02,39610.0,Class B,c2duk5q5wy,56.71,49.815,42.92,32.54,0.57,0.66,0.37,0.0015,0.52,rain,1011.77,Mostly cloudy throughout the day.,6.0,9.85,190.0,2.2
Okanogan County,Washington,Report 46809: Possible tracks photographed by an LEO hiking North of Loup Loup Pass,48.44425,-119.9417,2014-10-19,46809.0,Class B,c2dewej05y,67.47,57.675,47.88,48.09,0.77,0.09,0.87,0.0,0.0,,1010.21,Clear throughout the day.,2.0,9.08,129.0,0.4
Okanogan County,Washington,Report 48777: Campers hear possible night-time responses near Aeneas Valley Road,48.64385,-119.182,2015-05-23,48777.0,Class B,c2ehxzq6fn,82.54,68.80000000000001,55.06,44.48,0.44,0.07,0.19,0.0,0.0,,1013.76,Clear throughout the day.,9.0,9.93,330.0,3.42
Okanogan County,Washington,Report 49504: Possible evening interaction by a river west of Mazama,48.64185,-120.502,2015-08-04,49504.0,Class B,c2dk9yvp7f,81.18,68.42500000000001,55.67,49.19,0.49,0.11,0.66,0.0003,0.08,rain,1011.39,Clear throughout the day.,7.0,9.82,271.0,3.13
Pacific County,Washington,Report 23300: Couple sees bipedal creature jump across a logging road near Naselle,46.35099,-123.6886,1992-12-26,23300.0,Class B,c20p9muwnd,45.07,39.54,34.01,38.55,0.89,0.8,0.09,0.0054,1.0,rain,1013.18,Mostly cloudy throughout the day.,1.0,7.87,222.0,6.24
Pacific County,Washington,"Report 1102: Father and son glimpse large, upright animal while hunting near Smith Slough",46.7818,-123.8793,1996-11-01,1102.0,Class A,c0rfjh3gep,58.46,45.96,33.46,36.88,0.83,0.16,0.7,0.0,0.0,,1025.33,Partly cloudy in the morning.,2.0,7.02,87.0,3.73
Pacific County,Washington,Report 29700: Salmon surveyor has unusual experience near confluence of Fall River and Boss Creek,46.71103,-123.4013,2001-04-20,29700.0,Class B,c221xzmzmr,59.09,49.38500000000001,39.68,40.37,0.75,0.46,0.9,0.0001,0.32,rain,1012.01,Partly cloudy until evening.,5.0,9.33,337.0,2.16
Pacific County,Washington,"Report 24751: Young man, on camping trip with his family, sees a sasquatch near Naselle",46.4205,-123.8165,2008-04-12,24751.0,Class A,c0rbn6xe42,68.59,57.445,46.3,43.82,0.66,0.05,0.25,0.0,0.0,,1021.12,Partly cloudy overnight.,6.0,9.91,46.0,1.06
Pacific County,Washington,,,,,29609.0,Class A,,,,,,,,,,,,,,,,,
Pend Oreille County,Washington,Report 1572: Campers hear loud scream in National Forest,48.66611,-117.4694,1996-08-24,1572.0,Class B,c2skygmkss,91.93,73.375,54.82,44.63,0.42,,0.35,0.0,0.0,,1016.68,Clear throughout the day.,,9.97,35.0,2.48
Pend Oreille County,Washington,Report 1573: Deer hunters find footprints in mud,48.65083,-117.3347,1996-10-26,1573.0,Class A,c2sscbx7xk,45.49,39.195,32.9,29.4,0.79,0.4,0.51,0.0,0.0,,1030.39,Mostly cloudy throughout the day.,1.0,8.24,312.0,0.96
Pend Oreille County,Washington,Report 1570: Three sets of tracks found,48.75528,-117.4214,1998-09-12,1570.0,Class A,c2st258k54,83.01,67.325,51.64,44.98,0.5,0.13,0.73,0.0,0.0,,1014.56,Partly cloudy in the evening.,4.0,9.97,156.0,0.7
Pend Oreille County,Washington,Report 6303: Woman kayaking with family at Sullivan lake sees bigfoot,48.83558,-117.2776,2003-07-17,6303.0,Class A,c2stg61pcg,88.13,71.235,54.34,41.6,0.36,0.08,0.64,0.0,0.0,,1017.88,Clear throughout the day.,8.0,9.7,280.0,1.55
Pend Oreille County,Washington,Report 11186: Possible sighting near Sullivan Lake,48.79056,-117.2833,2005-04-18,11186.0,Class B,c2ste4hct5,58.89,47.095,35.3,33.84,0.7,0.44,0.32,0.0001,0.34,rain,1019.94,Partly cloudy until evening.,5.0,9.71,344.0,2.66
Pend Oreille County,Washington,Report 13503: Possible moonlight sighting by prospector outside Metaline Falls City,48.86479,-117.3672,2005-07-27,13503.0,Class B,c2stcpxf41,90.45,73.69,56.93,49.45,0.48,0.1,0.73,0.0,0.0,,1014.8,Clear throughout the day.,7.0,9.74,350.0,0.98
Pierce County,Washington,Report 9868: Youths in Summer Camp have noisy nighttime experience,46.951,-122.2985,1967-07-15,9868.0,Class B,c235150vqk,78.73,65.925,53.12,45.79,0.52,0.01,0.29,0.0,0.0,,1021.01,Clear throughout the day.,9.0,9.87,345.0,2.83
Pierce County,Washington,,,,,8407.0,Class A,,,,,,,,,,,,,,,,,
Pierce County,Washington,Report 11930: Soldier sees large figure while on patrol at Fort Lewis,47.0849,-122.5926,1971-03-01,11930.0,Class B,c22gf7dc3m,38.0,31.605,25.21,16.61,0.64,0.47,0.16,0.0,0.0,,1031.04,Mostly cloudy throughout the day.,2.0,9.22,144.0,3.94
Pierce County,Washington,Report 10653: Young bike riders see large animal cross road,47.18556,-122.2917,1974-06-27,10653.0,Class A,c23h3jvguc,62.7,54.8,46.9,48.32,0.73,0.89,0.28,0.0005,0.36,rain,1019.19,Mostly cloudy throughout the day.,5.0,8.69,220.0,7.35
Pierce County,Washington,Report 1724: Bonney Lake,47.1772,-122.1852,1975-10-11,1724.0,Class A,c23h7s77n7,55.79,52.395,49.0,47.09,0.88,0.77,0.24,0.0,0.0,,1015.33,Mostly cloudy throughout the day.,2.0,7.05,8.0,0.72
Pierce County,Washington,Report 1730: Lake Tapps,47.2416,-122.1833,1975-10-13,1730.0,Class A,c23hg8hf6b,54.61,50.725,46.84,47.55,0.87,0.92,0.3,0.0012,0.22,rain,1023.77,Mostly cloudy throughout the day.,1.0,8.39,204.0,4.16
Pierce County,Washington,Report 28788: Memory told of close encounter with a sasquatch while picking up clay pigeons near Sumner,47.17295,-122.2214,1976-09-15,28788.0,Class A,c23h6g946g,63.33,56.935,50.54,51.06,0.84,0.54,0.72,0.0,0.0,,1019.86,Foggy overnight.,3.0,6.69,9.0,4.26
Pierce County,Washington,Report 28197: Man recalls his possible nighttime encounter while instructing at Ft. Lewis,46.98578,-122.6997,1977-10-01,28197.0,Class B,c22ercsb1b,59.88,49.305,38.73,46.14,0.8,0.64,0.64,0.0,0.0,,1024.17,Mostly cloudy until evening.,2.0,6.36,349.0,1.07
Pierce County,Washington,Report 1731: 25-50 Footprints found near Orting,47.0945,-122.0874,1978-04-30,1731.0,Class B,c235vv69m7,56.8,50.315,43.83,41.06,0.72,0.86,0.78,0.0008,0.4,rain,1014.2,Mostly cloudy throughout the day.,4.0,8.92,223.0,3.31
Pierce County,Washington,Report 1589: Two hunters find large track,47.05472,-121.8211,1979-11-16,1589.0,Class B,c237eyh9de,47.3,45.155,43.01,40.26,0.88,0.99,0.9,0.0029,0.52,rain,1013.28,Overcast throughout the day.,1.0,6.37,150.0,4.92
Pierce County,Washington,Report 1595: Family sees an upright figure covered with black hair that walks across the road in front of their car,47.3704,-122.782,1979-12-07,1595.0,Class A,c22tqp8bs4,49.74,44.43,39.12,44.18,0.89,0.92,0.64,0.0009,0.56,rain,1021.47,Foggy overnight.,1.0,6.62,82.0,0.78
Pierce County,Washington,Report 1593: Sounds heard like growling,47.15556,-122.4328,1980-04-16,1593.0,Class B,c22umbrjhc,67.39,55.79,44.19,38.46,0.65,0.53,0.07,0.0,0.0,,1018.82,Foggy in the morning.,5.0,7.79,269.0,0.98
Pierce County,Washington,Report 7481: Children have sighting near Alder Lake,46.79955,-122.2738,1981-05-31,7481.0,Class B,c2341xdgju,65.04,54.31,43.58,43.49,0.65,0.48,0.93,0.0028,0.25,rain,1019.52,Mostly cloudy until afternoon.,7.0,9.65,350.0,1.53
Pierce County,Washington,Report 19937: Man recollects he and his family being followed and hearing close vocalization on Mt. Rainier,46.74551,-121.8221,1982-07-15,19937.0,Class B,c233gvgb76,58.35,53.925,49.5,46.77,0.79,0.84,0.81,0.0078,0.3,rain,1016.47,Mostly cloudy throughout the day.,5.0,8.54,214.0,8.17
Pierce County,Washington,Report 4452: US Army Ranger training mission near Greenwater finds large barefoot human shaped tracks,47.0183,-121.5344,1982-08-15,4452.0,Class A,c23e6rmm7n,69.66,60.53,51.4,46.34,0.66,0.36,0.88,0.0,0.0,,1017.67,Partly cloudy throughout the day.,6.0,9.48,250.0,3.1
Pierce County,Washington,Report 13654: Man describes childhood encounter near Sunrise Elementary School in Puyallup,47.14385,-122.3055,1983-05-11,13654.0,Class A,c23h0y7bg6,63.46,52.68,41.9,42.24,0.72,0.42,0.96,0.0,0.0,,1023.73,Partly cloudy until evening.,6.0,7.46,300.0,1.29
Pierce County,Washington,Report 24310: Camper diverts tall creature approaching him near Puyallup,47.1787,-122.2484,1983-08-06,24310.0,Class B,c23h6ht7vg,77.52,66.8,56.08,52.59,0.64,0.19,0.92,0.0,0.0,,1021.69,Partly cloudy in the morning.,7.0,9.62,359.0,4.26
Pierce County,Washington,Report 32824: Recollection of a road crossing at dusk while working as an MP on Fort Lewis,47.10637,-122.5958,1986-09-15,32824.0,Class A,c22gfr2qqz,67.85,58.865,49.88,46.18,0.69,0.84,0.42,0.0025,0.61,rain,1014.42,Mostly cloudy throughout the day.,3.0,7.58,38.0,0.41
Pierce County,Washington,Report 23614: Motorist returning from fireworks display gets a good look at a bigfoot near Ashford,46.75468,-122.1183,1987-07-05,23614.0,Class A,c231vpkjv2,62.98,56.645,50.31,48.67,0.75,0.83,0.3,0.0065,0.57,rain,1015.81,Mostly cloudy throughout the day.,6.0,7.85,221.0,6.23
Pierce County,Washington,"Report 29025: Father remembers fishing with his son, appearing to be observed by a sasquatch which is later sighted on the far side of the lake near McKenna",46.88234,-122.4331,1990-07-30,29025.0,Class A,c22ftywvmv,85.12,72.025,58.93,57.36,0.62,0.26,0.29,0.0,0.0,,1015.39,Partly cloudy until evening.,7.0,9.54,260.0,2.83
Pierce County,Washington,Report 1600: Civil War Reenactor sees bigfoot cross railroad tracks,46.71833,-122.1767,1991-06-08,1600.0,Class A,c231gbc9ux,65.82,56.205,46.59,49.08,0.75,0.73,0.86,0.0005,0.24,rain,1020.42,Mostly cloudy until evening.,5.0,8.35,247.0,1.86
Pierce County,Washington,"Report 3400: Two experienced hunters see bigfoot, throw rock at it, and watch it turn and walk into timber",46.76600000000001,-122.1652,1992-01-01,3400.0,Class A,c234h16p8w,42.67,41.89,41.11,36.5,0.89,0.9,0.9,0.0137,0.84,rain,1018.12,Rain starting in the evening.,1.0,7.35,170.0,6.26
Pierce County,Washington,Report 29975: Woman recalls driving at night and feeling her car get shoved by a large biped near Steilacoom,47.147,-122.6028,1993-04-15,29975.0,Class B,c22u4ng75t,55.22,47.5,39.78,44.71,0.82,0.82,0.81,0.006,0.85,rain,1013.3,Mostly cloudy throughout the day.,4.0,8.11,194.0,4.93
Pierce County,Washington,Report 23033: Daylight sighting reported to rangers by park visitor at Mount Rainier National Park,46.67816,-121.5763,1994-09-24,23033.0,Class A,c23993qzfz,79.16,65.095,51.03,51.08,0.66,0.12,0.65,0.0,0.0,,1016.15,Partly cloudy in the morning.,4.0,8.48,322.0,1.53
Pierce County,Washington,Report 3438: Five member family camping see a hairy upright animal,47.0466,-121.51,1995-05-26,3438.0,Class A,c23edux47c,75.19,62.125,49.06,47.15,0.63,0.41,0.92,0.0,0.0,,1016.43,Partly cloudy throughout the day.,9.0,8.83,221.0,2.9
Pierce County,Washington,Report 1602: Sighting by campers,47.01278,-121.4642,1995-06-10,1602.0,Class A,c23ekn2mr1,60.86,52.985,45.11,50.53,0.83,0.89,0.41,0.0061,0.52,rain,1016.08,Mostly cloudy throughout the day.,6.0,8.26,185.0,3.65
Pierce County,Washington,Report 1591: Sounds heard answered by another more distant source,47.3724,-122.5819,1996-01-01,1591.0,Class B,c22v6xfs4x,49.78,48.255,46.73,44.75,0.92,0.97,0.38,0.0006,0.6,rain,1027.87,Overcast throughout the day.,1.0,7.85,164.0,4.84
Pierce County,Washington,Report 1685: Skydivers witness creature while flying over mountain,46.9974,-122.1694,1996-08-16,1685.0,Class A,c2357gwgww,69.26,60.915000000000006,52.57,52.64,0.73,0.63,0.07,0.0,0.0,,1020.59,Mostly cloudy throughout the day.,4.0,8.78,227.0,2.62
Pierce County,Washington,Report 50678: Marines on a training mission have a possible night encounter on Fort Lewis,46.958,-122.6755,1997-06-24,50678.0,Class B,c22g0kqqjt,67.32,58.015,48.71,47.44,0.72,0.44,0.64,0.0,0.0,,1022.7,Partly cloudy until evening.,6.0,8.86,350.0,2.08
Pierce County,Washington,Report 1594: Footprints found with huge Toes on each print,47.01278,-121.4642,1997-11-28,1594.0,Class A,c23ekn2mr1,46.67,43.305,39.94,40.65,0.91,0.78,0.95,0.0112,0.84,rain,1012.37,Light rain until afternoon.,1.0,5.99,179.0,7.47
Pierce County,Washington,Report 8777: Boy observes sasquatch on hillside near Orting,47.0958,-122.2356,1998-09-15,8777.0,Class A,c235fmwbbj,77.92,65.46000000000001,53.0,51.42,0.68,0.19,0.84,0.0,0.0,,1010.82,Partly cloudy starting in the evening.,4.0,9.03,357.0,3.32
Pierce County,Washington,Report 16644: Man and wife find large tracks with large stride east of Greenwater,47.1144,-121.4844,1999-04-15,16644.0,Class B,c23s58cv22,68.61,54.785,40.96,28.58,0.45,0.07,0.98,0.0,0.0,,1028.9,Clear throughout the day.,7.0,9.74,42.0,6.88
Pierce County,Washington,Report 1586: Loud vocalizations sounds heard,47.32944000000001,-122.5789,1999-08-18,1586.0,Class B,c22v68hcbx,71.51,64.46000000000001,57.41,56.96,0.84,0.68,0.24,0.0002,0.14,rain,1015.52,Mostly cloudy throughout the day.,5.0,7.08,228.0,4.41
Pierce County,Washington,Report 1584: Loud knocking of wood striking another piece of wood,47.00444,-122.5386,2000-03-13,1584.0,Class B,c22g7sfhew,55.81,49.845,43.88,40.29,0.83,0.88,0.27,0.0235,1.0,rain,1017.32,Rain starting in the afternoon and breezy overnight.,2.0,7.89,174.0,3.42
Pierce County,Washington,Report 337: Man working his land hears rock against wood sound and distant answer,47.0044,-122.5386,2000-08-16,337.0,Class B,c22g7sfh7x,73.68,60.535,47.39,47.82,0.65,0.12,0.55,0.0,0.0,,1024.28,Clear throughout the day.,6.0,8.9,310.0,1.29
Pierce County,Washington,"Report 495: Passing motorist observes a tall, hairy animal in the headlights along a side road just off of the Orting-Kapowsin Highway",47.0274,-122.3003,2000-10-07,495.0,Class A,c2358cpdkq,73.61,60.775,47.94,40.05,0.57,0.1,0.32,0.0,0.0,,1015.21,Partly cloudy overnight.,3.0,8.95,170.0,1.82
Pierce County,Washington,Report 2303: Woman see's dark upright man-like figure while walking dogs,46.9382,-122.382,2001-04-25,2303.0,Class A,c22gp0u4ud,71.36,60.18,49.0,50.79,0.76,0.39,0.07,0.0001,0.21,rain,1018.45,Partly cloudy throughout the day.,6.0,8.33,1.0,4.78
Pierce County,Washington,Report 16364: Family on bikes sees black hairy creature walking in a riverbed near Fairfax,47.01562,-122.0282,2001-05-01,16364.0,Class A,c235rnvvbf,56.42,47.835,39.25,38.38,0.75,0.63,0.29,0.0151,0.82,rain,1025.2,Partly cloudy throughout the day.,5.0,8.67,223.0,8.68
Pierce County,Washington,Report 21807: Teenage girl and her younger sister chased out of the woods near Greenwater,47.09685,-121.45,2002-07-15,21807.0,Class B,c23eumdz1c,77.51,65.61,53.71,48.76,0.61,0.05,0.2,0.0,0.0,,1015.37,Clear throughout the day.,9.0,9.33,290.0,3.57
Pierce County,Washington,Report 5725: Man hears loud vocalization while woodworking on his porch,47.0586,-122.2864,2002-11-15,5725.0,Class B,c2359qcb0q,50.51,45.49,40.47,40.68,0.88,0.55,0.37,0.0021,0.63,rain,1020.27,Partly cloudy throughout the day.,1.0,7.55,154.0,2.6
Pierce County,Washington,Report 5331: Upright creature walks on two legs towards hunter near Mt. Rainier National Park,47.0019,-121.6279,2002-11-16,5331.0,Class A,c23e2k3mbt,49.83,45.925,42.02,40.46,0.86,0.6,0.4,0.0152,0.86,rain,1010.8,Rain in the morning and afternoon.,1.0,7.15,191.0,8.1
Pierce County,Washington,Report 9447: Unusual sounds heard near Enumclaw,47.16145,-121.8943,2003-04-05,9447.0,Class B,c23k61rr2g,47.51,43.005,38.5,35.1,0.83,0.84,0.12,0.0072,0.89,rain,1014.13,Mostly cloudy throughout the day.,3.0,8.25,182.0,8.5
Pierce County,Washington,Report 6990: Scream heard while staying overnight near Greenwater,47.0228,-121.5497,2003-12-09,6990.0,Class B,c23ed04pwt,39.17,37.17,35.17,31.56,0.84,0.85,0.53,0.0018,0.64,rain,1016.92,Mostly cloudy throughout the day.,1.0,7.16,16.0,3.95
Pierce County,Washington,,,,,9231.0,Class B,,,,,,,,,,,,,,,,,
Pierce County,Washington,Report 12655: Possible tracks and vocalizations outside Ashford,46.75861,-122.0297,2005-11-02,12655.0,Class B,c234p0hstu,51.88,48.38500000000001,44.89,42.28,0.87,0.86,0.02,0.0081,0.87,rain,1012.47,Mostly cloudy throughout the day.,1.0,8.39,186.0,6.03
Pierce County,Washington,,,,,32536.0,Class B,,,,,,,,,,,,,,,,,
Pierce County,Washington,Report 15721: Forest worker has an encounter near Mount Rainier,46.84565,-122.3076,2006-08-15,15721.0,Class A,c2342zfrdq,70.34,60.655,50.97,48.67,0.67,0.49,0.74,0.0,0.0,,1017.27,Partly cloudy until evening.,5.0,9.42,224.0,6.21
